col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col23,col24,col25,col26,col27,col28,col29,col30,col31,target
56,1,2,1,1,3,3,2,1,1,6,1,2,1,2,2,2,1,1,2,2,3,2,1,1,1,2,1,1
36,1,2,2,2,2,2,4,3,6,5,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,3,2,0
68,1,2,2,2,2,3,3,4,4,4,2,2,2,1,1,2,1,1,2,2,1,3,1,1,2,2,1,0
7,2,2,2,2,2,1,3,3,2,4,2,1,1,1,2,1,2,1,1,2,2,3,3,1,1,1,3,1
54,3,1,2,1,3,2,3,4,4,2,1,2,2,2,1,2,2,2,1,1,3,1,1,2,1,2,3,0
1,2,1,2,2,2,1,3,2,4,5,2,2,2,2,2,2,1,2,2,1,3,1,2,1,1,3,1,1
44,2,1,2,2,1,2,2,1,2,6,2,1,1,1,1,1,2,1,2,2,4,1,1,1,2,2,3,0
45,2,2,1,2,1,3,4,2,3,4,2,1,1,1,2,1,2,2,1,1,2,3,3,1,2,2,1,1
47,3,2,1,2,3,3,3,1,1,5,1,2,2,1,2,2,2,1,1,1,3,1,2,1,2,3,1,0
13,3,1,1,1,3,3,4,1,6,4,2,2,2,1,2,2,1,1,2,1,4,2,3,2,1,2,3,0
22,3,1,1,1,3,3,1,1,4,1,1,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2,2,0
21,2,2,2,2,2,1,2,4,3,4,1,2,1,1,1,1,2,1,2,2,3,2,1,1,1,3,3,1
9,3,1,1,2,1,1,1,1,5,1,2,2,2,2,2,2,2,1,2,2,4,2,1,1,2,3,2,0
26,1,1,1,2,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,2,1,2,1
9,3,2,2,2,1,1,3,3,5,1,2,2,1,2,1,2,1,2,2,2,3,2,2,2,1,3,2,0
15,2,1,1,1,3,1,4,4,1,2,1,2,1,1,1,2,2,2,1,2,1,3,1,2,1,3,1,1
10,2,1,2,2,3,3,2,3,5,1,1,2,2,2,2,1,1,2,2,1,3,1,2,2,2,2,2,0
42,1,2,2,1,2,1,1,4,2,2,2,1,2,2,2,2,1,2,1,2,4,3,2,2,1,3,2,0
24,3,2,2,1,3,1,1,2,2,4,1,2,2,1,1,1,1,2,1,1,1,3,2,1,1,2,3,0
49,3,2,2,2,1,1,4,1,3,6,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,3,1,0
26,1,2,1,1,2,3,2,2,2,3,2,2,2,2,1,2,2,2,1,2,2,3,1,2,1,1,1,1
37,2,1,1,1,3,3,1,2,2,6,2,2,1,1,2,2,1,1,1,2,1,3,3,1,2,1,2,0
68,2,1,2,2,3,3,1,4,3,3,1,1,1,2,1,2,1,1,1,1,4,1,1,2,1,2,3,0
50,3,1,2,1,1,3,2,4,4,3,2,1,1,1,1,2,1,2,1,1,4,1,1,1,1,2,2,0
24,3,1,1,2,2,1,3,3,1,1,2,1,2,1,1,2,2,1,2,2,2,3,1,1,2,2,1,0
19,3,2,2,1,3,1,3,2,5,3,2,1,1,2,1,2,2,2,2,2,4,2,2,2,2,1,3,0
60,3,1,2,1,3,2,4,2,3,2,1,2,2,2,2,2,2,2,2,2,4,2,3,1,2,1,1,0
39,3,1,2,2,2,1,3,4,2,1,1,1,1,2,2,2,2,1,2,2,4,1,1,2,2,3,1,0
18,2,1,1,1,2,3,4,2,5,1,2,1,2,1,2,1,2,2,1,2,2,1,3,1,2,3,1,0
19,2,1,2,2,3,3,1,1,4,6,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,0
36,2,1,2,2,3,1,1,1,6,4,1,2,2,1,2,1,2,1,2,2,2,2,3,1,2,1,1,0
55,2,1,2,2,1,2,3,4,1,2,1,1,1,2,1,1,1,2,1,2,1,1,3,2,1,3,3,0
69,1,2,1,1,2,3,2,2,1,2,2,1,1,1,2,2,2,2,1,1,4,3,3,1,1,1,3,1
47,2,1,2,1,3,2,3,2,2,4,2,1,2,1,1,2,1,1,1,2,3,2,3,2,1,1,1,0
49,1,2,1,2,3,3,4,1,4,5,1,2,1,1,2,2,1,2,1,1,2,3,3,1,1,2,2,0
33,2,2,2,2,3,3,4,4,1,4,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1
21,3,2,2,1,3,1,2,1,5,5,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,0
22,3,1,2,1,1,3,1,2,5,3,2,2,2,1,2,1,2,1,2,1,4,1,3,2,1,3,3,0
48,3,2,2,1,2,2,1,4,6,3,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,0
37,1,2,2,2,3,2,3,2,2,6,2,2,1,2,2,2,2,2,2,1,4,1,2,2,2,2,3,0
15,2,1,1,2,2,1,4,4,4,3,1,2,2,1,2,1,2,1,2,1,4,2,1,2,1,1,3,1
35,2,1,1,1,2,3,4,1,5,3,2,2,1,1,2,2,2,1,1,2,4,2,2,1,2,1,2,0
32,1,1,2,1,3,2,2,1,1,4,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,3,2,1
11,1,2,2,1,3,1,2,4,5,3,2,2,1,1,1,2,1,2,1,2,3,3,3,1,2,2,3,0
10,1,1,2,2,3,2,3,4,6,4,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,0
57,1,2,1,1,1,1,2,1,1,6,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1
25,1,2,1,2,3,2,1,1,4,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,3,2,1
2,3,2,1,2,2,3,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,3,3,1,2,1,3,0
64,2,1,1,1,2,2,4,4,6,1,2,1,2,1,2,1,1,2,1,1,4,2,1,1,1,2,3,1
35,1,2,1,2,1,2,4,4,6,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,3,1
7,3,2,2,2,3,1,4,4,2,5,1,2,2,2,2,2,2,1,1,1,4,1,2,1,2,2,3,0
18,1,1,1,1,3,1,4,1,2,5,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,3,0
67,3,1,2,1,1,1,1,1,3,3,2,2,1,2,2,1,2,1,1,1,1,2,3,2,2,1,3,0
42,1,2,2,1,1,2,3,1,2,1,1,2,2,2,1,2,1,1,1,1,3,2,3,2,2,2,1,0
39,2,1,2,2,3,1,2,3,2,4,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,3,1
41,1,2,1,1,3,3,3,3,1,4,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,3,3,1
24,1,2,2,1,2,1,3,1,6,6,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,0
60,2,1,2,1,3,1,2,4,4,4,1,1,1,2,2,2,2,2,2,2,3,1,2,2,2,3,3,0
46,2,1,2,1,3,3,4,4,4,3,2,1,1,1,2,1,1,2,2,1,3,2,2,2,1,3,3,1
19,1,1,1,2,2,1,4,4,5,1,1,2,2,2,2,1,1,2,2,1,3,3,3,2,1,1,1,1
68,2,2,2,1,2,1,4,2,2,6,2,1,1,2,1,2,1,2,2,1,4,1,3,1,1,1,2,0
42,2,2,1,1,2,2,2,1,4,2,1,2,1,2,1,1,2,1,2,2,3,2,1,2,2,2,2,0
32,3,2,1,2,2,2,2,4,4,6,2,2,2,1,1,2,2,1,2,2,3,2,2,1,2,1,3,0
39,2,1,1,1,1,1,4,4,6,2,1,1,1,2,2,1,2,2,2,1,2,1,3,2,1,3,2,1
36,2,1,1,1,2,3,1,1,4,3,1,1,2,1,2,2,1,1,2,1,4,1,2,1,2,1,2,0
36,1,1,2,2,1,1,3,1,4,6,1,1,2,1,2,1,1,2,2,1,4,3,1,1,2,2,1,0
3,1,1,2,1,2,1,1,1,1,5,1,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1
8,3,1,1,1,2,1,3,3,2,4,2,2,2,2,1,2,2,1,1,2,2,2,3,1,1,3,3,0
70,1,2,1,1,2,2,3,1,4,6,1,2,1,2,2,2,2,1,1,1,3,2,3,1,1,3,1,1
41,2,1,2,1,3,3,1,1,1,5,2,1,2,2,2,2,1,2,1,1,4,1,1,2,2,2,2,0
68,2,2,2,2,1,3,3,3,3,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,3,0
13,2,2,2,2,2,3,1,1,5,3,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1
49,1,2,1,2,3,2,4,4,1,6,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,3,0
60,2,2,1,1,1,2,2,4,5,5,1,1,2,1,2,2,2,1,1,2,2,2,3,2,2,2,2,0
2,2,1,2,2,1,1,3,4,5,2,1,2,2,1,1,1,1,1,2,2,2,1,3,2,1,3,3,1
60,3,1,2,1,3,2,1,4,3,3,1,2,1,2,2,2,2,1,1,2,3,3,3,2,1,1,2,0
5,3,1,2,1,1,1,2,4,3,6,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,0
44,3,1,1,2,3,2,3,2,3,4,1,1,1,1,2,2,1,1,2,1,3,3,1,1,2,2,2,0
27,1,2,1,1,2,1,3,3,1,6,1,1,2,1,1,2,2,1,1,2,4,1,1,2,1,3,2,1
32,2,1,2,1,3,2,3,1,3,1,1,2,2,1,2,2,1,1,2,1,3,2,2,2,1,2,2,1
21,2,2,2,1,1,3,3,4,6,2,1,1,2,1,1,1,2,2,1,2,2,3,1,1,2,1,1,1
8,2,2,2,1,1,1,2,4,4,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1
50,3,1,1,1,2,2,3,4,1,3,2,2,2,2,1,1,1,1,1,2,3,3,2,1,2,2,1,0
67,2,2,2,2,3,2,3,2,2,2,2,1,1,2,1,2,2,2,1,2,4,2,2,2,2,2,3,0
44,2,2,1,1,2,1,2,1,3,4,2,2,2,2,1,1,2,2,2,2,1,3,1,1,2,3,3,0
58,2,2,1,2,3,2,2,1,1,4,2,2,1,1,2,1,1,2,1,2,2,3,3,2,2,3,1,1
3,2,1,2,1,3,3,3,4,3,3,1,2,2,2,1,2,1,1,2,1,3,1,1,2,1,2,1,0
70,2,1,2,1,3,1,2,2,5,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1
2,1,1,2,1,2,1,2,2,4,6,2,2,1,1,2,2,2,1,1,1,1,3,1,1,1,3,1,1
44,2,1,2,2,2,1,1,4,5,5,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,0
2,1,2,1,2,1,1,2,4,3,4,2,2,1,2,1,1,2,1,2,2,1,3,3,2,2,3,2,1
35,2,2,1,2,2,1,4,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,3,3,0
30,1,2,1,1,3,3,1,1,6,1,2,1,2,2,2,2,1,2,2,2,4,2,1,2,1,3,1,0
8,2,1,2,1,3,1,4,2,4,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,3,1,1
22,2,1,2,2,3,3,1,2,5,5,1,2,2,1,2,2,1,2,1,1,3,2,1,1,2,3,1,0
44,2,1,2,2,2,3,1,1,4,3,2,2,1,1,2,1,1,1,2,1,4,1,1,1,1,3,2,0
58,2,1,2,2,1,3,1,1,4,4,1,2,1,2,1,2,1,2,1,2,4,3,2,1,2,1,3,1
36,3,1,2,2,2,1,1,1,3,6,1,1,2,2,1,1,1,2,2,2,3,2,1,2,2,3,3,0
69,2,2,1,2,1,3,2,1,4,5,2,1,1,1,2,1,2,1,1,2,4,1,3,1,2,2,1,0
31,1,1,2,1,2,1,4,3,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1
47,3,2,1,2,3,3,2,1,2,5,2,1,2,2,1,2,1,1,2,2,2,2,3,1,1,3,2,0
55,3,1,2,2,1,1,2,2,5,2,1,2,2,2,2,2,1,1,2,2,3,1,1,1,1,3,1,0
62,2,1,1,2,2,2,3,2,5,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,0
30,1,1,1,1,3,2,2,1,6,1,2,1,2,2,2,1,2,2,2,1,4,2,2,2,2,3,2,0
55,1,1,2,1,1,3,1,2,1,1,2,1,1,2,2,1,1,1,1,1,3,3,1,2,2,2,1,0
16,3,1,1,1,1,2,3,2,3,3,2,1,2,2,1,1,2,2,2,2,4,1,3,2,2,2,3,0
12,1,1,2,2,3,3,3,3,5,4,2,2,1,1,1,2,1,1,2,2,2,3,1,1,2,1,3,1
17,2,2,1,2,3,3,2,3,1,4,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,3,0
16,2,1,2,1,2,3,4,4,6,5,1,2,1,1,2,1,1,2,2,2,3,2,2,2,1,2,2,0
12,2,2,1,1,2,2,3,4,5,4,1,1,2,1,2,1,1,2,1,1,4,2,2,1,2,3,2,0
8,2,1,1,1,3,3,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,3,1
3,2,2,1,1,2,2,2,3,3,5,2,2,1,1,1,1,2,2,1,1,4,2,1,2,1,2,3,0
16,3,1,1,2,3,2,1,4,3,4,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,3,2,0
30,2,1,1,2,3,1,4,2,5,3,2,1,2,2,1,1,2,2,2,2,2,3,3,1,1,1,1,0
23,2,1,2,2,2,2,3,4,2,1,1,2,2,2,1,2,1,2,2,2,2,1,3,2,1,2,1,0
5,3,2,1,2,2,1,4,1,4,1,1,1,1,2,1,2,2,1,2,2,2,2,3,2,1,1,2,0
65,3,1,2,1,1,3,4,4,5,4,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,3,3,0
30,3,1,1,1,1,3,4,1,1,3,1,2,2,1,2,1,2,1,2,2,3,3,3,2,2,1,2,0
21,1,2,1,2,2,1,3,4,3,6,1,2,1,1,1,1,2,1,2,1,4,2,2,2,1,3,3,1
70,1,1,2,1,2,3,3,4,5,3,2,2,1,1,1,2,2,1,2,2,2,2,3,1,1,3,2,1
22,2,1,2,1,2,1,4,2,3,6,1,2,2,2,2,1,1,1,1,1,2,1,3,1,2,1,2,0
32,2,1,2,2,1,1,2,2,5,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1
33,2,1,2,1,2,3,3,2,3,1,1,1,1,2,1,2,1,2,2,2,3,1,1,2,2,2,2,1
16,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,4,2,3,2,2,3,2,1
38,2,2,1,2,1,1,4,3,1,4,2,1,1,2,1,2,1,2,2,1,3,1,2,1,1,1,2,0
14,2,1,1,1,1,1,3,4,5,4,1,2,1,1,1,2,2,2,2,1,3,1,1,2,1,1,3,1
36,1,1,2,2,1,3,3,2,3,3,1,1,1,1,2,2,2,2,1,2,2,3,1,2,2,1,3,0
23,3,1,2,1,3,3,4,1,5,1,2,2,2,2,2,2,2,1,1,2,4,2,1,2,1,1,1,0
66,1,2,1,2,2,3,1,3,1,4,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,3,2,1
2,2,2,1,1,2,3,2,1,5,3,1,2,2,2,1,2,2,1,2,2,3,2,3,1,1,1,1,1
65,1,1,2,2,3,3,2,2,4,1,1,1,1,1,1,1,1,2,2,2,1,1,3,2,2,1,1,1
67,3,2,1,1,2,2,3,4,3,6,1,1,2,1,2,1,2,2,1,1,1,3,3,2,2,2,2,0
52,3,1,1,1,1,2,1,4,1,2,2,1,2,2,1,1,1,2,1,2,3,1,1,2,2,3,2,0
62,3,2,2,1,3,1,1,4,6,1,2,1,2,2,1,2,1,1,2,1,2,2,3,1,1,1,1,0
23,3,1,2,2,1,2,4,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,0
26,3,2,2,2,3,3,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,2,3,2,0
68,3,1,2,2,1,3,1,4,5,3,2,2,1,1,1,1,2,2,2,1,4,1,3,1,2,3,2,0
55,2,2,1,1,2,3,2,1,6,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,2,2,0
6,2,2,1,2,2,1,4,2,5,4,2,2,2,1,1,2,2,2,2,2,2,2,3,2,1,3,3,0
35,1,2,2,2,2,1,4,4,4,3,2,2,1,2,2,2,1,1,2,1,3,1,2,1,1,1,1,1
22,2,1,1,1,3,1,2,3,2,2,2,2,2,1,1,1,2,2,1,2,2,2,3,1,2,2,1,0
43,3,2,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,0
15,2,1,1,1,3,1,4,3,5,6,2,1,2,1,1,1,2,1,1,1,3,1,3,1,1,3,3,1
60,1,2,1,1,1,1,1,2,5,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,1,3,1,1
12,3,1,1,2,2,2,4,3,2,4,2,1,2,1,2,2,2,2,2,2,3,2,1,2,2,3,2,0
49,2,2,2,1,1,3,2,2,2,6,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,3,0
42,2,1,2,1,2,2,4,1,2,3,2,1,2,1,1,1,2,2,2,1,3,1,2,1,2,1,1,0
38,1,1,2,2,1,1,3,1,6,2,1,1,1,1,1,2,1,2,2,2,4,3,1,1,2,1,3,1
45,3,1,2,1,3,3,2,4,5,6,2,1,2,2,1,1,1,2,2,1,4,3,1,2,1,2,3,0
35,1,2,2,1,2,3,4,4,3,5,2,1,1,1,1,1,2,2,2,2,4,2,3,1,1,3,2,1
30,3,2,1,2,3,3,3,4,4,6,2,1,1,2,2,1,2,2,1,2,4,2,2,1,1,1,3,0
30,3,2,2,1,3,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,3,2,2,2,1,3,2,0
6,2,1,2,2,1,3,3,4,5,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,3,2,0
67,1,2,1,2,2,1,1,2,1,5,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,0
7,1,2,1,2,3,1,2,3,5,5,2,1,2,1,1,2,2,2,2,2,4,1,1,1,1,3,2,1
52,1,2,1,2,1,2,3,3,3,4,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1
14,3,1,1,2,1,2,1,2,3,2,2,1,2,2,1,1,1,1,2,1,3,2,3,1,2,1,1,1
15,1,1,1,1,1,1,3,3,6,4,2,1,2,1,1,1,2,2,2,1,2,3,1,2,1,2,1,1
21,3,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,4,2,2,2,1,1,2,0
35,1,2,2,1,2,3,2,1,4,6,2,1,1,2,2,1,2,1,2,1,3,3,3,1,2,2,1,1
66,1,2,1,2,1,2,2,2,5,3,2,2,2,2,1,1,2,1,1,2,4,2,3,2,2,3,2,1
2,2,2,1,1,2,3,1,1,4,5,2,1,1,2,1,1,1,2,1,2,3,2,2,1,2,2,2,1
35,1,1,2,1,1,3,4,3,1,2,2,1,2,2,2,2,1,2,2,2,4,1,1,1,1,3,1,1
20,2,2,1,2,2,3,2,4,4,1,2,1,1,1,1,2,1,1,1,1,1,2,3,1,2,2,2,1
10,2,1,2,1,2,3,1,4,4,2,1,1,1,2,2,2,1,1,2,1,3,3,2,2,1,3,1,0
25,3,1,2,1,1,3,1,2,2,5,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,0
66,1,2,1,2,1,1,2,1,1,3,1,2,2,1,2,2,1,1,1,1,4,3,3,1,1,2,1,1
25,1,2,1,1,2,1,2,4,6,1,1,2,2,2,1,1,2,1,1,1,3,2,3,2,2,1,3,1
54,1,1,2,2,1,1,2,4,3,5,1,2,2,2,1,2,2,2,1,1,2,1,3,1,2,1,2,0
33,2,2,2,1,1,3,2,4,4,1,1,1,1,2,2,2,2,2,1,2,2,3,3,1,2,3,3,1
36,1,1,2,2,1,2,4,2,1,6,2,1,2,1,2,2,2,2,2,2,3,2,3,2,2,3,3,0
14,3,1,1,2,1,2,4,1,1,6,1,2,1,1,2,1,2,1,1,2,1,3,1,1,2,3,2,1
65,3,2,2,1,2,3,3,1,3,2,1,2,2,2,1,2,1,2,2,1,4,2,2,1,2,3,2,0
54,1,1,1,1,3,2,4,4,2,5,2,1,1,2,2,2,2,1,1,1,1,3,3,1,2,2,1,0
52,2,2,1,1,2,3,3,1,1,5,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,3,1
3,3,2,1,1,1,2,3,1,3,5,2,2,2,1,1,2,2,1,2,2,3,3,2,2,1,3,2,0
41,3,2,1,1,1,3,1,4,5,3,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,0
6,2,1,1,1,2,2,4,2,1,5,2,2,2,2,2,2,2,1,1,2,4,2,1,2,2,2,2,0
25,3,1,2,2,1,2,4,4,5,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,3,2,0
13,2,2,1,1,2,1,4,1,5,5,1,2,2,2,1,1,2,2,2,1,2,3,2,1,1,2,1,1
8,3,2,2,1,3,2,1,1,1,3,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,0
21,2,1,1,1,1,2,3,1,3,3,1,1,1,1,2,2,2,1,1,1,3,1,3,1,1,1,1,1
68,3,1,2,2,3,3,4,2,5,6,2,2,2,2,2,1,1,1,2,2,3,3,3,1,1,1,3,0
25,1,2,1,1,3,2,2,1,2,2,1,1,1,2,1,2,1,2,2,1,1,3,2,1,1,2,1,1
68,3,2,1,1,1,2,1,1,4,1,1,2,2,1,1,2,1,1,2,1,2,3,1,1,2,2,2,0
45,3,2,2,1,1,2,1,1,6,4,1,2,2,2,2,1,2,2,2,1,1,1,3,2,2,3,3,0
60,1,1,1,2,2,2,1,2,5,1,1,2,1,1,1,1,2,2,1,2,4,1,3,1,2,1,3,1
12,1,2,2,1,2,2,1,4,5,4,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1
32,1,1,1,2,1,1,3,1,4,1,1,1,1,1,1,2,1,1,2,2,4,3,2,1,2,2,1,1
13,1,1,1,1,2,2,3,1,3,5,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
31,2,1,2,1,3,3,4,2,2,4,2,2,1,1,2,1,2,2,2,1,4,2,3,2,2,2,3,0
20,2,1,2,1,3,3,4,3,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,2,1,3,1,1
18,3,1,2,1,1,2,1,2,5,6,1,1,1,2,1,1,2,1,2,1,1,1,3,2,1,2,2,0
60,3,2,2,1,2,2,2,3,1,6,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,3,0
63,3,1,2,1,1,2,3,3,1,6,1,1,2,2,2,1,2,1,1,1,4,2,2,1,2,1,1,0
6,2,1,1,1,3,1,1,3,6,6,2,2,2,2,2,2,2,2,2,2,3,1,1,2,1,1,3,0
32,3,2,2,2,1,3,3,3,5,2,1,1,1,2,1,2,2,2,1,1,2,1,3,2,1,3,2,0
43,3,2,1,1,1,1,1,3,6,3,2,1,1,2,1,2,2,1,1,2,3,1,3,2,1,2,2,0
2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,3,3,2,1,1,3,2,1
60,3,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,0
23,2,1,1,2,3,2,1,2,2,3,2,1,2,2,1,1,2,1,2,1,1,3,1,2,2,2,1,0
31,2,1,1,2,1,3,1,4,4,4,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,3,0
5,1,2,2,2,1,2,2,2,2,4,2,1,1,1,1,2,2,1,2,2,3,3,3,1,2,3,1,0
34,1,2,1,2,2,3,4,1,6,6,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,3,1
10,2,1,1,2,1,1,4,1,3,5,2,1,1,1,2,2,1,1,2,2,4,3,2,1,2,2,1,0
2,2,2,2,1,2,3,4,4,2,6,2,1,2,1,2,2,1,2,2,1,4,3,1,1,2,1,2,1
11,1,2,2,1,1,3,1,4,5,5,2,1,1,1,1,2,1,1,1,2,4,3,1,2,1,1,1,0
50,3,1,2,2,2,3,4,2,6,6,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,0
31,3,1,1,1,1,1,1,2,1,6,1,1,2,1,2,2,2,1,2,2,3,2,3,2,1,3,1,0
56,3,2,2,1,2,1,3,4,1,5,1,1,1,2,1,2,2,2,1,1,3,3,2,1,2,3,2,0
9,2,1,2,2,1,2,1,4,2,2,2,2,1,1,2,2,1,1,2,2,2,3,1,2,2,2,3,0
21,1,2,1,1,1,2,3,2,2,3,2,1,1,2,1,2,1,1,1,1,1,3,1,1,1,3,1,1
28,3,1,2,1,2,3,1,4,1,4,2,1,1,2,2,1,1,2,2,1,2,3,2,1,1,1,2,0
62,1,2,1,2,1,3,2,4,1,2,1,1,2,2,1,2,1,2,2,1,3,3,3,1,1,1,1,0
7,1,2,2,2,1,1,2,2,2,6,2,2,2,2,1,2,2,2,1,2,4,2,3,2,1,3,1,1
16,2,1,2,1,1,1,4,1,3,5,1,1,1,2,1,2,2,2,1,1,4,1,3,1,2,2,2,0
4,3,1,2,1,1,1,2,4,3,6,2,2,2,2,1,2,2,2,2,1,4,2,2,1,2,2,1,0
4,1,1,2,2,3,3,1,3,1,3,1,2,1,2,2,2,2,2,2,1,1,1,3,2,1,2,1,0
40,2,1,2,2,1,3,2,4,4,5,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,1
17,2,1,2,2,3,1,2,2,3,1,2,1,2,2,1,2,2,2,1,1,2,1,3,2,1,1,1,0
52,2,1,2,2,3,3,1,3,5,6,1,1,1,2,1,1,2,1,2,1,4,3,2,1,1,3,1,1
52,3,2,2,2,1,1,4,3,6,5,2,2,1,2,2,1,1,2,2,2,1,1,3,1,1,1,2,0
36,3,2,1,1,2,2,4,4,1,6,1,2,2,2,1,1,2,2,1,1,3,1,2,1,2,2,2,0
38,2,2,1,1,2,1,4,2,3,3,1,2,1,1,1,1,1,2,2,2,2,3,2,2,2,2,1,0
50,3,1,1,1,1,3,3,2,2,6,1,2,1,1,2,2,2,2,2,2,3,3,3,1,2,1,1,0
63,3,2,2,2,3,3,4,4,4,4,2,1,2,1,1,2,1,1,2,2,3,1,1,2,2,2,3,0
63,1,1,2,2,2,3,1,1,6,3,2,1,1,2,1,2,1,1,1,2,4,1,2,2,2,1,2,1
62,2,1,2,1,1,3,4,3,6,4,1,2,2,1,1,1,2,2,1,1,3,3,3,2,1,1,1,0
7,2,2,2,2,1,1,1,2,2,6,2,2,2,2,2,1,1,2,1,2,4,2,2,2,1,1,3,1
27,3,1,2,1,3,1,3,2,6,6,1,2,2,2,2,1,1,2,2,1,2,3,3,2,1,1,2,0
14,2,2,2,1,2,2,2,4,2,3,2,1,1,2,1,1,1,2,1,1,3,1,1,2,2,2,3,1
5,2,2,1,1,1,1,1,4,4,3,1,2,1,1,2,1,1,2,2,1,4,1,2,2,2,2,3,0
55,2,1,2,1,2,2,3,1,1,4,2,2,1,2,2,2,2,1,1,1,3,1,1,1,2,2,1,0
2,3,1,1,1,1,1,3,4,6,1,1,2,1,1,2,2,1,2,1,2,1,3,1,1,2,3,1,0
62,3,2,2,2,1,1,2,2,2,3,2,1,2,1,2,2,2,1,1,1,1,3,1,2,1,1,2,0
21,3,2,1,1,1,3,1,3,6,3,2,2,2,1,2,1,1,1,1,1,3,2,1,1,1,3,3,0
21,1,1,1,1,3,2,4,2,1,6,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1
10,2,1,1,2,3,3,3,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,3,2,2,1,1,0
58,1,2,2,2,3,3,4,4,1,5,2,2,1,2,2,2,1,2,1,2,1,3,1,1,1,2,2,1
